URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2028,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function/,32,15,0.3617021199637847,0.07366771148327945,14.837209302325581,50.94043887147336,26.311059269519575,14.837209302325581,325,694,2.884012539184953,0,7.655172413793103
bctech2030,https://insights.blackcoffer.com/end-to-end-tool-to-predict-biofuel-prices-using-ieso-data/,24,25,-0.020408162848813003,0.08844765326995009,16.78787878787879,47.833935018050546,25.848725522371737,16.78787878787879,265,598,2.8303249097472922,0,7.637184115523466
bctech2031,https://insights.blackcoffer.com/etl-discovery-tool-using-llma-langchain-openai/,23,5,0.64285711989796,0.030634573270640512,26.114285714285714,53.501094091903724,31.846151922475777,26.114285714285714,489,963,2.8533916849015317,0,7.549234135667396
bctech2032,https://insights.blackcoffer.com/gpt-ocr-api/,1,2,-0.33333322222225925,0.007792207771968291,11.666666666666666,39.22077922077922,20.354978354978357,11.666666666666666,151,407,2.311688311688312,0,6.722077922077922
bctech2033,https://insights.blackcoffer.com/dockerize-the-aws-lambda-for-serverless-architecture/,8,14,-0.27272726033057904,0.04480651722035332,13.27027027027027,56.0081466395112,27.71136676391259,13.27027027027027,275,514,2.9470468431771892,0,7.904276985743381
bctech2034,https://insights.blackcoffer.com/design-and-develop-a-product-recommendation-engine-based-on-the-features-of-products/,44,52,-0.08333333246527778,0.10480349333536737,16.07017543859649,45.414847161572055,24.59400904006742,16.07017543859649,416,1013,2.6615720524017465,0,7.35589519650655
bctech2035,https://insights.blackcoffer.com/database-discovery-tool-using-openai/,51,59,-0.0727272720661157,0.13732833940408448,14.303571428571429,64.66916354556804,31.58909398965579,14.303571428571429,518,850,3.194756554307116,0,8.33083645443196
bctech2036,https://insights.blackcoffer.com/automate-the-data-management-process/,33,11,0.4999999886363639,0.07586206883472058,10.175438596491228,40.86206896551724,20.415003024803386,10.175438596491228,237,662,2.543103448275862,0,7.020689655172414
bctech2037,https://insights.blackcoffer.com/realtime-kibana-dashboard-for-a-financial-tech-firm/,18,18,0.0,0.06091370548068747,19.7,40.27072758037225,23.988291032148904,19.7,238,653,2.6632825719120135,0,7.822335025380711
bctech2038,https://insights.blackcoffer.com/data-management-etl-and-data-automation/,8,1,0.7777776913580343,0.03396226402278391,12.619047619047619,36.9811320754717,19.84007187780773,12.619047619047619,98,300,2.362264150943396,0,7.128301886792453
bctech2039,https://insights.blackcoffer.com/data-management-egeas/,3,1,0.49999987500003124,0.025641025476660095,12.0,33.33333333333333,18.133333333333333,12.0,52,182,2.230769230769231,0,6.782051282051282
bctech2040,https://insights.blackcoffer.com/design-and-develop-powershell-script/,2,2,0.0,0.013937282181403199,143.5,41.46341463414634,73.98536585365854,143.5,119,330,2.303135888501742,0,7.094076655052265
bctech2041,https://insights.blackcoffer.com/design-and-develop-jenkins-shared-library/,2,4,-0.33333327777778704,0.036363636143250694,82.5,30.303030303030305,45.121212121212125,82.5,50,188,2.2484848484848485,0,6.654545454545454
bctech2042,https://insights.blackcoffer.com/design-and-develop-retool-app-for-wholecell-io-and-asana-data-using-their-apis/,4,4,0.0,0.05263157860110804,50.666666666666664,46.05263157894737,38.68771929824561,50.666666666666664,70,185,2.7434210526315788,0,7.25
bctech2043,https://insights.blackcoffer.com/design-and-develop-a-retool-app-that-will-show-stock-and-crypto-related-information-using-iex-api/,3,3,0.0,0.02816901395225815,71.0,34.27230046948357,42.10892018779343,71.0,73,238,2.2535211267605635,0,6.352112676056338
bctech2044,https://insights.blackcoffer.com/crm-monday-com-make-com-to-data-warehouse-to-klipfolio-dashboard/,7,4,0.2727272479338866,0.03678929753582175,11.96,42.14046822742475,21.6401872909699,11.96,126,329,2.5819397993311037,0,8.14046822742475
bctech2045,https://insights.blackcoffer.com/ner-task-using-bert-with-data-in-xml-format/,5,8,-0.23076921301775286,0.05371900804248344,11.0,37.1900826446281,19.27603305785124,11.0,90,283,2.512396694214876,0,7.202479338842975
bctech2046,https://insights.blackcoffer.com/qualtrics-api-integration-using-python/,3,2,0.199999960000008,0.030120481746262157,11.066666666666666,31.32530120481928,16.95678714859438,11.066666666666666,52,189,2.4096385542168677,0,6.951807228915663
bctech2047,https://insights.blackcoffer.com/design-and-develop-mlops-framework-for-data-centric-ai/,16,3,0.684210490304711,0.04922279779994094,38.6,41.70984455958549,32.1239378238342,38.6,161,419,2.5440414507772022,0,6.72279792746114
bctech2048,https://insights.blackcoffer.com/nlp-based-approach-for-data-transformation/,3,3,0.0,0.04379562011828014,22.833333333333332,45.25547445255474,27.23552311435523,22.833333333333332,62,156,2.6423357664233578,0,7.211678832116788
bctech2049,https://insights.blackcoffer.com/an-etl-tool-to-pull-data-from-shiphero-to-google-bigquery-data-warehouse/,6,10,-0.24999998437500096,0.05498281768047142,19.4,45.70446735395189,26.041786941580757,19.4,133,332,2.577319587628866,0,6.81786941580756
bctech2051,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,16,11,0.18518517832647488,0.052123552022927504,25.9,47.49034749034749,29.356138996139,25.9,246,562,2.637065637065637,0,7.183397683397684
bctech2052,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,14,3,0.6470587854671302,0.07327586175312129,10.08695652173913,40.51724137931034,20.241679160419793,10.08695652173913,94,285,2.396551724137931,0,6.521551724137931
bctech2053,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,9,2,0.636363578512402,0.04526748952564819,11.571428571428571,41.9753086419753,21.41869488536155,11.571428571428571,102,276,2.674897119341564,0,7.847736625514403
bctech2054,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,10,4,0.42857139795918586,0.0790960447508698,7.375,40.11299435028249,18.995197740112996,7.375,71,214,2.2937853107344632,0,6.4576271186440675
bctech2055,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,15,8,0.3043478128544429,0.09704641309263116,8.464285714285714,46.835443037974684,22.11989150090416,8.464285714285714,111,280,2.4219409282700424,0,6.822784810126582
bctech2056,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,37,13,0.47999999040000024,0.050813008078442065,11.576470588235294,40.142276422764226,20.68749880439981,11.576470588235294,395,1120,2.466463414634146,0,6.855691056910569
bctech2057,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,12,13,-0.03999999840000006,0.0656167977280399,18.142857142857142,49.08136482939632,26.889688788901385,18.142857142857142,187,413,2.645669291338583,0,7.115485564304462
bctech2058,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,22,13,0.2571428497959186,0.08254716961663404,32.61538461538461,45.28301886792453,31.159361393323664,32.61538461538461,192,459,2.6132075471698113,0,7.375
bctech2059,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,16,18,-0.05882352768166096,0.11409395934867798,33.111111111111114,41.946308724832214,30.022967934377334,33.111111111111114,125,348,2.697986577181208,0,7.614093959731544
bctech2060,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,10,4,0.42857139795918586,0.049295774474310654,35.5,45.42253521126761,32.36901408450705,35.5,129,332,2.742957746478873,0,7.404929577464789
bctech2061,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,7,7,0.0,0.025089605689803573,11.16,32.25806451612903,17.367225806451614,11.16,180,650,2.261648745519713,0,6.89247311827957
bctech2062,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,10,9,0.05263157617728546,0.04935064922246585,12.833333333333334,31.428571428571427,17.704761904761906,12.833333333333334,121,461,2.2233766233766232,0,6.212987012987013
bctech2063,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,6,21,-0.5555555349794246,0.05046728962529479,10.288461538461538,26.72897196261682,14.806973400431344,10.288461538461538,143,633,2.05607476635514,0,5.82803738317757
bctech2064,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,2,5,-0.4285713673469475,0.029914529786690045,7.8,44.01709401709402,20.726837606837606,7.8,103,263,2.5598290598290596,0,7.162393162393163
bctech2065,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,7,5,0.16666665277777895,0.05357142833227041,16.0,33.92857142857143,19.971428571428575,16.0,76,252,2.25,0,6.75
bctech2066,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,9,9,0.0,0.13953488263926447,18.428571428571427,44.18604651162791,25.045847176079736,18.428571428571427,57,145,2.635658914728682,0,7.155038759689923
bctech2067,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,16,7,0.39130433081285515,0.08185053351654614,13.380952380952381,38.07829181494662,20.5836976783596,13.380952380952381,107,326,2.3879003558718863,0,6.736654804270462
bctech2068,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,9,5,0.2857142653061239,0.07179487142669297,8.863636363636363,42.56410256410256,20.571095571095572,8.863636363636363,83,228,2.651282051282051,0,7.01025641025641
bctech2069,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,3,7,-0.39999996000000404,0.0826446274161601,12.1,50.413223140495866,25.00528925619835,12.1,61,139,2.743801652892562,0,7.553719008264463
bctech2070,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,2,2,0.0,0.05479451979733535,14.6,49.31506849315068,25.566027397260275,14.6,36,86,2.6986301369863015,0,7.671232876712328
bctech2071,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,2,12,-0.7142856632653098,0.11864406679115198,10.727272727272727,45.76271186440678,22.595993836671806,10.727272727272727,54,132,2.7542372881355934,0,7.779661016949152
bctech2072,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,4,5,-0.11111109876543349,0.0661764701016436,17.0,47.05882352941176,25.623529411764707,17.0,64,152,2.7205882352941178,0,7.470588235294118
bctech2073,https://insights.blackcoffer.com/handgun-detection-using-yolo/,3,2,0.199999960000008,0.05952380881519275,16.8,54.761904761904766,28.62476190476191,16.8,46,95,2.9166666666666665,0,8.05952380952381
bctech2074,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,3,10,-0.5384614970414233,0.10077519301724656,9.923076923076923,52.71317829457365,25.05450208706023,9.923076923076923,68,147,2.806201550387597,0,7.550387596899225
bctech2075,https://insights.blackcoffer.com/car-detection-in-satellite-images/,10,2,0.6666666111111158,0.06030150723466579,10.473684210526315,39.698492462311556,20.06887066913515,10.473684210526315,79,224,2.492462311557789,0,7.241206030150754
bctech2076,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,12,5,0.4117646816609011,0.07555555521975309,10.714285714285714,48.0,23.485714285714288,10.714285714285714,108,262,2.688888888888889,0,7.688888888888889
bctech2077,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,7,7,0.0,0.053231938961095286,13.15,41.825095057034225,21.990038022813692,13.15,110,292,2.418250950570342,0,6.562737642585551
bctech2078,https://insights.blackcoffer.com/data-transformation/,19,13,0.1874999941406252,0.12213740411397937,10.916666666666666,34.73282442748092,18.259796437659034,10.916666666666666,91,284,2.4198473282442747,0,6.786259541984733
bctech2079,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,6,1,0.7142856122449125,0.031390134388385046,11.736842105263158,52.01793721973094,25.50191172999764,11.736842105263158,116,247,2.757847533632287,0,7.26457399103139
bctech2080,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,10,0,0.99999990000001,0.053191489078768674,15.666666666666666,42.5531914893617,23.287943262411346,15.666666666666666,80,202,2.4574468085106385,0,6.8936170212765955
bctech2081,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,24,8,0.49999998437500054,0.05306799327849421,15.868421052631579,47.42951907131012,25.319176049576683,15.868421052631579,286,640,2.6500829187396353,0,7.189054726368159
bctech2082,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,11,13,-0.08333332986111125,0.06575342447738788,16.59090909090909,30.41095890410959,18.800747198007475,16.59090909090909,111,412,2.180821917808219,0,6.284931506849315
bctech2083,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,4,1,0.599999880000024,0.024999999875,10.526315789473685,47.5,23.210526315789476,10.526315789473685,95,227,2.725,0,7.505
bctech2084,https://insights.blackcoffer.com/trading-bot-for-forex/,1,4,-0.599999880000024,0.024390243783462225,25.625,23.414634146341466,19.61585365853659,25.625,48,226,1.9902439024390244,0,5.570731707317073
bctech2085,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,6,3,0.33333329629630043,0.04017857124920281,16.0,41.517857142857146,23.00714285714286,16.0,93,284,2.4598214285714284,0,6.919642857142857
bctech2086,https://insights.blackcoffer.com/medical-classification/,4,7,-0.2727272479338866,0.03793103435196195,14.5,38.62068965517241,21.248275862068965,14.5,112,325,2.3241379310344827,0,6.548275862068966
bctech2087,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,2,4,-0.33333327777778704,0.020270270201789627,15.578947368421053,30.405405405405407,18.393741109530584,15.578947368421053,90,349,2.2094594594594597,0,6.47972972972973
bctech2088,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,9,23,-0.4374999863281255,0.16080401929244212,13.266666666666667,49.74874371859296,25.206164154103853,13.266666666666667,99,229,2.9648241206030153,0,7.396984924623116
bctech2089,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,0,23,-0.999999956521741,0.08455882321853374,12.952380952380953,42.64705882352941,22.23977591036415,12.952380952380953,116,302,2.5955882352941178,0,6.588235294117647
bctech2090,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,3,5,-0.24999996875000394,0.02010050246205904,30.615384615384617,38.19095477386934,27.522535755701586,30.615384615384617,152,438,2.386934673366834,0,6.907035175879397
bctech2091,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,3,6,-0.33333329629630043,0.024193548322060353,14.307692307692308,41.66666666666667,22.389743589743592,14.307692307692308,155,405,2.5618279569892475,0,7.422043010752688
bctech2092,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,8,1,0.7777776913580343,0.07377049119860253,30.5,36.885245901639344,26.954098360655735,30.5,45,137,2.4262295081967213,0,7.073770491803279
bctech2093,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,4,7,-0.2727272479338866,0.062146892304254846,9.833333333333334,33.33333333333333,17.266666666666666,9.833333333333334,59,199,2.361581920903955,0,6.740112994350283
bctech2094,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,9,4,0.3846153550295881,0.06372548988369858,15.692307692307692,29.901960784313726,18.237707390648566,15.692307692307692,61,220,2.1911764705882355,0,6.436274509803922
bctech2095,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,0,1,-0.9999990000010001,0.00636942671102276,19.625,33.12101910828025,21.0984076433121,19.625,52,172,2.3184713375796178,0,6.547770700636943
bctech2096,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,11,0,0.9999999090909174,0.05418719185129462,101.5,31.03448275862069,53.01379310344828,101.5,63,225,2.187192118226601,0,5.970443349753695
bctech2097,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,1,5,-0.6666665555555741,0.025862068854042807,13.647058823529411,41.810344827586206,22.18296146044625,13.647058823529411,97,267,2.5043103448275863,0,7.202586206896552
bctech2098,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,2,3,-0.199999960000008,0.015527950262335558,9.757575757575758,40.06211180124223,19.927875023527196,9.757575757575758,129,371,2.5527950310559007,0,7.124223602484472
bctech2099,https://insights.blackcoffer.com/web-data-connector/,0,2,-0.99999950000025,0.005698005681772063,9.236842105263158,39.03133903133903,19.307272454640877,9.236842105263158,137,399,2.4586894586894585,0,6.777777777777778
bctech2100,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,7,1,0.7499999062500118,0.03265306109121199,61.25,50.204081632653065,44.581632653061234,61.25,123,279,2.3591836734693876,0,5.877551020408164
bctech2101,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,7,9,-0.12499999218750048,0.06956521708884689,76.66666666666667,36.52173913043478,45.275362318840585,76.66666666666667,84,250,2.3347826086956522,0,6.773913043478261
bctech2102,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,26,2,0.8571428265306134,0.04063860661736051,14.978260869565217,52.97532656023222,27.181434971918975,14.978260869565217,365,753,2.634252539912917,0,7.203193033381712
bctech2103,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,31,1,0.937499970703126,0.045519203349190324,13.51923076923077,46.799431009957324,24.127464711675238,13.51923076923077,329,783,2.6187766714082503,0,6.943100995732575
bctech2104,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,2,8,-0.599999940000006,0.04081632636401499,12.25,45.30612244897959,23.02244897959184,12.25,111,270,2.595918367346939,0,7.048979591836734
bctech2105,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,7,4,0.2727272479338866,0.047210300226565236,11.095238095238095,37.76824034334764,19.545391375434296,11.095238095238095,88,275,2.4892703862660945,0,6.785407725321888
bctech2106,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,7,5,0.16666665277777895,0.08275862011890607,11.153846153846153,39.310344827586206,20.185676392572944,11.153846153846153,57,168,2.7586206896551726,0,7.827586206896552
bctech2107,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,4,7,-0.2727272479338866,0.05069124400603114,14.466666666666667,35.944700460829495,20.164546850998466,14.466666666666667,78,246,2.5023041474654377,0,7.078341013824885
bctech2108,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,2,1,0.33333322222225925,0.023622047058094117,10.583333333333334,51.96850393700787,25.020734908136482,10.583333333333334,66,152,2.8818897637795278,0,7.866141732283465
bctech2109,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,9,3,0.4999999583333368,0.035087719195649944,20.11764705882353,47.953216374269005,27.22834537323702,20.11764705882353,164,381,2.7280701754385963,0,7.60233918128655
bctech2110,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,5,0,0.99999980000004,0.03623188379542113,7.666666666666667,40.57971014492754,19.298550724637682,7.666666666666667,56,163,2.550724637681159,0,6.565217391304348
bctech2111,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,3,2,0.199999960000008,0.0256410255095332,9.75,31.28205128205128,16.412820512820513,9.75,61,224,2.194871794871795,0,6.276923076923077
bctech2112,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,0,4,-0.9999997500000625,0.017241379236028538,14.5,40.08620689655172,21.83448275862069,14.5,93,255,2.331896551724138,0,6.728448275862069
bctech2113,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,4,10,-0.42857139795918586,0.037533511963717126,16.217391304347824,41.8230563002681,23.21617904184637,16.217391304347824,156,415,2.520107238605898,0,6.533512064343164
bctech2114,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,6,0,0.9999998333333611,0.026431717945234724,16.214285714285715,30.837004405286343,18.820516047828825,16.214285714285715,70,257,2.3259911894273126,0,6.462555066079295
bctech2115,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,57,10,0.7014925268433951,0.09795321623106255,11.59322033898305,40.058479532163744,20.66067994845872,11.59322033898305,274,779,2.551169590643275,0,6.9035087719298245
bctech2116,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,19,1,0.8999999550000022,0.04291845484352263,10.837209302325581,28.32618025751073,15.665355823934526,10.837209302325581,132,537,2.107296137339056,0,5.907725321888412
bctech2117,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,0,3,-0.9999996666667778,0.015463917446062281,12.125,39.69072164948454,20.726288659793816,12.125,77,211,2.231958762886598,0,6.288659793814433
bctech2118,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,6,2,0.4999999375000079,0.0382775117785765,34.833333333333336,46.889952153110045,32.689314194577356,34.833333333333336,98,230,2.521531100478469,0,6.755980861244019
bctech2119,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,7,4,0.2727272479338866,0.0687499995703125,8.0,40.0,19.200000000000003,8.0,64,183,2.4375,0,6.375
bctech2120,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,4,2,0.33333327777778704,0.016348773797414784,36.7,32.15258855585831,27.541035422343327,36.7,118,392,2.3051771117166213,0,6.444141689373297
bctech2121,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,7,5,0.16666665277777895,0.04363636347768595,17.1875,37.81818181818182,22.00227272727273,17.1875,104,303,2.4727272727272727,0,6.7709090909090905
bctech2122,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,1,3,-0.49999987500003124,0.01970443340047077,16.916666666666668,36.45320197044335,21.347947454844007,16.916666666666668,74,233,2.3694581280788176,0,6.625615763546798
bctech2123,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,18,7,0.4399999824000007,0.06127450965373895,29.142857142857142,32.59803921568628,24.69635854341737,29.142857142857142,133,498,2.299019607843137,0,6.355392156862745
bctech2124,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,1,6,-0.7142856122449125,0.04347826059951391,20.125,41.61490683229814,24.695962732919256,20.125,67,172,2.608695652173913,0,7.260869565217392
